11,700,269,2134,0,0,165
11,750,280,2235,0,0,161
11,800,424,2153,0,0,171
11,850,327,2320,0,0,218
11,900,283,2358,0,0,219
11,950,354,2102,0,0,258
11,1000,326,2233,0,0,239
21,50,443,1813,33,0,171
21,100,327,2076,9,0,202
21,150,264,2255,9,0,192
21,200,320,2297,9,0,226
21,250,349,2116,9,0,138
21,300,431,2091,10,0,296
21,350,412,2176,3,0,259
21,400,486,2097,0,0,308
21,450,191,2348,0,0,181
21,500,159,2436,0,0,182
21,550,289,2318,0,0,244
21,600,439,2055,0,0,284
21,650,392,2146,0,0,314
21,700,239,2279,0,0,176
21,750,250,2268,0,0,189
21,800,378,2181,0,0,275
21,850,263,2342,0,0,329
21,900,235,2315,0,0,194
21,950,347,2196,0,0,249
21,1000,294,2287,0,0,229
31,50,350,1897,248,10,141
31,100,224,2159,112,2,194
31,150,322,2162,110,2,213
31,200,200,2287,107,24,169
31,250,255,2266,93,19,230
31,300,313,2222,19,17,245
31,350,195,2358,2,39,131
31,400,273,2316,2,48,81
31,450,250,2332,0,136,86
31,500,226,2387,0,113,58
31,550,537,1992,0,110,113
31,600,462,2106,0,133,223
31,650,374,2238,0,86,194
31,700,406,2054,0,62,198
31,750,248,2349,0,36,210
31,800,312,2311,0,65,156
31,850,330,2223,0,66,244
31,900,270,2305,0,23,200
31,950,320,2243,0,11,155
31,1000,449,2028,0,6,348
41,50,527,1715,1,24,120
41,100,571,1708,0,14,222
41,150,348,1887,0,20,239
41,200,387,2179,0,8,139
41,250,527,2069,0,28,244
41,300,398,2165,0,73,189
41,350,406,2104,0,67,245
41,400,314,2303,0,89,182
41,450,252,2409,0,125,160
41,500,370,2198,0,71,152
41,550,410,2131,0,89,164
41,600,281,2302,0,83,224
41,650,392,2224,0,100,131
41,700,302,2337,0,112,157
41,750,310,2255,0,57,167
41,800,313,2263,0,41,173
41,850,387,2180,0,44,167
41,900,367,2223,0,80,160
41,950,258,2303,0,78,169
41,1000,375,2279,0,53,212
51,50,265,2144,100,33,81
51,100,328,2094,69,32,151
51,150,217,2295,38,31,84
51,200,235,2325,38,56,94
51,250,251,2280,36,57,135
51,300,281,2297,18,57,185
51,350,525,2102,14,35,223
51,400,398,2203,0,45,211
51,450,428,2075,0,45,211
51,500,386,2143,0,11,250
51,550,426,2133,0,10,333
51,600,387,2151,0,11,203
51,650,389,2134,0,9,292
51,700,262,2307,0,0,201
51,750,334,2174,0,0,290
51,800,409,2132,0,0,169
51,850,409,1944,0,0,205
51,900,247,2325,0,0,232
51,950,213,2407,0,0,191
51,1000,400,2155,0,0,209
61,50,228,1929,244,0,168
61,100,276,2097,117,0,134
61,150,307,2075,115,0,211
61,200,234,2154,117,0,193
61,250,279,2327,79,0,227
61,300,217,2276,63,0,238
61,350,329,2188,61,0,256
61,400,307,2237,39,0,266
61,450,214,2373,1,0,199
61,500,374,2228,1,0,279
61,550,275,2292,1,0,288
61,600,381,2120,1,0,199
61,650,379,2077,1,0,293
61,700,428,2070,1,0,295
61,750,256,2106,1,0,195
61,800,388,1992,0,0,199
61,850,334,2173,0,0,276
61,900,324,2152,0,0,338
61,950,555,1784,0,0,244
61,1000,342,2069,0,0,278
71,50,375,1898,105,0,194
71,100,194,2258,79,0,216
71,150,151,2359,40,0,190
71,200,438,2181,9,0,209
71,250,392,2184,3,0,218
71,300,284,2310,3,0,168
71,350,358,2235,1,0,250
71,400,303,2238,0,0,351
71,450,303,2247,0,0,160
71,500,210,2368,0,0,172
71,550,315,2325,0,0,260
71,600,353,2222,0,0,168
71,650,263,2312,0,0,210
71,700,418,2165,0,0,221
71,750,346,2171,0,0,262
71,800,187,2433,0,0,240
71,850,167,2429,0,0,266
71,900,203,2375,0,0,200
71,950,309,2185,0,0,143
71,1000,515,1902,0,0,280
1,50,379,1842,263,0,155
1,100,341,1981,242,0,232
1,150,139,2117,242,0,164
1,200,233,2068,242,0,102
1,250,207,2069,241,0,144
1,300,316,1920,237,0,208
1,350,400,1986,216,0,193
1,400,338,1986,206,0,190
1,450,314,2075,121,0,257
1,500,317,2178,96,0,198
1,550,360,2163,64,0,215
1,600,277,2221,39,0,252
1,650,286,2259,39,0,268
1,700,112,2383,39,0,111
1,750,266,2246,41,0,118
1,800,533,1950,19,0,266
1,850,255,2237,1,0,207
1,900,179,2228,0,0,134
1,950,334,2228,0,0,203
1,1000,447,2076,0,0,168
11,50,460,1934,45,0,151
11,100,432,2041,16,0,170
11,150,494,1930,16,0,199
11,200,261,2344,16,0,293
11,250,311,2275,16,0,255
11,300,281,2364,16,0,303
11,350,221,2371,18,0,163
11,400,368,2178,18,0,283
11,450,426,2098,1,0,316
11,500,352,2245,0,0,173
11,550,401,2121,0,0,210
11,600,341,2209,0,0,290
11,650,261,2201,0,0,210
11,700,269,2134,0,0,165
11,750,280,2235,0,0,161
11,800,424,2153,0,0,171
11,850,327,2320,0,0,218
11,900,283,2358,0,0,219
11,950,354,2102,0,0,258
11,1000,326,2233,0,0,239
21,50,443,1813,33,0,171
21,100,327,2076,9,0,202
21,150,264,2255,9,0,192
21,200,320,2297,9,0,226
21,250,349,2116,9,0,138
21,300,431,2091,10,0,296
21,350,412,2176,3,0,259
21,400,486,2097,0,0,308
21,450,191,2348,0,0,181
21,500,159,2436,0,0,182
21,550,289,2318,0,0,244
21,600,439,2055,0,0,284
21,650,392,2146,0,0,314
21,700,239,2279,0,0,176
21,750,250,2268,0,0,189
21,800,378,2181,0,0,275
21,850,263,2342,0,0,329
21,900,235,2315,0,0,194
21,950,347,2196,0,0,249
21,1000,294,2287,0,0,229
31,50,350,1897,248,10,141
31,100,224,2159,112,2,194
31,150,322,2162,110,2,213
31,200,200,2287,107,24,169
31,250,255,2266,93,19,230
31,300,313,2222,19,17,245
31,350,195,2358,2,39,131
31,400,273,2316,2,48,81
31,450,250,2332,0,136,86
31,500,226,2387,0,113,58
31,550,537,1992,0,110,113
31,600,462,2106,0,133,223
31,650,374,2238,0,86,194
31,700,406,2054,0,62,198
31,750,248,2349,0,36,210
31,800,312,2311,0,65,156
31,850,330,2223,0,66,244
31,900,270,2305,0,23,200
31,950,320,2243,0,11,155
31,1000,449,2028,0,6,348
41,50,527,1715,1,24,120
41,100,571,1708,0,14,222
41,150,348,1887,0,20,239
41,200,387,2179,0,8,139
41,250,527,2069,0,28,244
41,300,398,2165,0,73,189
41,350,406,2104,0,67,245
41,400,314,2303,0,89,182
41,450,252,2409,0,125,160
41,500,370,2198,0,71,152
41,550,410,2131,0,89,164
41,600,281,2302,0,83,224
41,650,392,2224,0,100,131
41,700,302,2337,0,112,157
41,750,310,2255,0,57,167
41,800,313,2263,0,41,173
41,850,387,2180,0,44,167
41,900,367,2223,0,80,160
41,950,258,2303,0,78,169
41,1000,375,2279,0,53,212
51,50,265,2144,100,33,81
51,100,328,2094,69,32,151
51,150,217,2295,38,31,84
51,200,235,2325,38,56,94
51,250,251,2280,36,57,135
51,300,281,2297,18,57,185
51,350,525,2102,14,35,223
51,400,398,2203,0,45,211
51,450,428,2075,0,45,211
51,500,386,2143,0,11,250
51,550,426,2133,0,10,333
51,600,387,2151,0,11,203
51,650,389,2134,0,9,292
51,700,262,2307,0,0,201
51,750,334,2174,0,0,290
51,800,409,2132,0,0,169
51,850,409,1944,0,0,205
51,900,247,2325,0,0,232
51,950,213,2407,0,0,191
51,1000,400,2155,0,0,209
61,50,228,1929,244,0,168
61,100,276,2097,117,0,134
61,150,307,2075,115,0,211
61,200,234,2154,117,0,193
61,250,279,2327,79,0,227
61,300,217,2276,63,0,238
61,350,329,2188,61,0,256
61,400,307,2237,39,0,266
61,450,214,2373,1,0,199
61,500,374,2228,1,0,279
61,550,275,2292,1,0,288
61,600,381,2120,1,0,199
61,650,379,2077,1,0,293
61,700,428,2070,1,0,295
61,750,256,2106,1,0,195
61,800,388,1992,0,0,199
61,850,334,2173,0,0,276
61,900,324,2152,0,0,338
61,950,555,1784,0,0,244
61,1000,342,2069,0,0,278
71,50,375,1898,105,0,194
71,100,194,2258,79,0,216
71,150,151,2359,40,0,190
71,200,438,2181,9,0,209
71,250,392,2184,3,0,218
71,300,284,2310,3,0,168
71,350,358,2235,1,0,250
71,400,303,2238,0,0,351
71,450,303,2247,0,0,160
71,500,210,2368,0,0,172
71,550,315,2325,0,0,260
71,600,353,2222,0,0,168
71,650,263,2312,0,0,210
71,700,418,2165,0,0,221
71,750,346,2171,0,0,262
71,800,187,2433,0,0,240
71,850,167,2429,0,0,266
71,900,203,2375,0,0,200
71,950,309,2185,0,0,143
71,1000,515,1902,0,0,280
11,50,357,2093,52,0,149
11,100,288,2058,19,0,223
