Add to Front Test
Add to Front Test
0,0
0,0
0,0
0,0
0,0

Unsorted Test
1,0

Sorted Test
0,0
1,4
2,29
4,206
5,1846

Add to Front Test
0,0
0,0
0,0
0,0
0,0

Unsorted Test
0,1
1,5
3,30
4,199
5,1732

Sorted Test
0,1
0,2
0,29
1,208
6,1793

Add to Front Test
0,0
0,0
1,0

Unsorted Test
0,1
1,5
4,27
5,211

Sorted Test
0,0
0,4
0,28
1,200
4,1767

Add to Front Test
0,0
0,0
0,0
1,0

Unsorted Test
0,0
1,3
3,32
4,200
6,1726

Sorted Test
0,0
0,3
0,25
2,204
5,1776

Add to Front Test
0,0
0,0
1,0
0,0
1,0

Unsorted Test
0,0
0,3
0,25
1,194
4,1728

Sorted Test
0,0
0,2
0,25
1,204
4,1808

Add to Front Test
0,0
0,0
0,0
1,0
0,0

Unsorted Test
1,1
1,4
3,27
4,198
5,1730

Sorted Test
0,0
0,4
1,25
1,200
7,1787

Add to Front Test
0,0
0,0
0,0
0,0
0,1

Unsorted Test
1,0
1,3
5,28

Sorted Test
0,1
0,3
0,26
1,199
5,1790

Add to Front Test
0,0
0,0
0,0
1,0

Unsorted Test
1,1
1,6
3,27
5,203
5,1755

Sorted Test
0,1
0,3
1,25
2,204
5,1792

Add to Front Test
0,0
0,0
0,0
0,0
1,0

Unsorted Test
1,1
1,3
3,27
5,196

Sorted Test
0,1
0,4
0,25
1,204
4,1781
19,15124
73,142472

Add to Front Test
0,0
0,0
0,0
0,0
1,0
1,0
4,0

Unsorted Test
1,1
1,3
4,26
4,197
5,1724

Sorted Test
0,0
0,2
1,25
1,204
5,1794

Add to Front Test
0,0
0,0
0,0
0,1
0,0

Unsorted Test
0,1
1,4
3,27
5,195
5,1739

Sorted Test
0,0
0,0
0,0
1,1
1,4

Add to Front Test
0,0
0,1
0,0
0,0
1,0

Unsorted Test
0,1
1,4
3,26
4,204
5,1830

Sorted Test
0,0
0,1
0,0
0,1
0,4

Add to Front Test
0,0
0,1
0,0
0,0
1,0




Add to Front Test
0,1
0,1
0,1
0,1
1,0
1,0
3,1

Unsorted Test
2,7
1,26
5,55
5,254
7,1835
23,15736
82,145974

Sorted Test
0,0
0,0
0,1
0,2
1,5
0,25
0,76

///////////////////////////////////// Sum

Add to Front Test
1,0
0,1
1,0
1,1
2,0
3,0
3,1
6,0
5,1
7,0
10,1
11,0

Add to Front Test
2,2
1,1
2,1
1,1
1,1
2,1
2,1
4,1
4,0
3,0
3,1
3,1

Unsorted Test
22,560
4,1452
7,3497
12,6733
16,11890
26,20025
27,29930
34,43241
42,60433
50,80469
61,108292
79,138661

Sorted Test
0,3
1,4
0,7
0,11
0,16
1,25
1,34
0,44
0,47
1,57
0,69
0,79
Unsorted Test 
11,449
5,1468
9,3487
14,6924
19,12856
25,20605
36,31550
45,44919
64,65930
67,83379
71,118484
97,150008
117,176796
127,219253
124,260421
154,330778
166,378985
225,450879
212,532015
271,620487

Sorted Test 
0,2
0,4
0,7
0,13
1,16
1,21
1,32
0,41
0,43
0,54
0,64
0,99
1,105
0,109
0,120
0,128
0,155
0,154
0,193
0,215

Add to Front Test 
3,1
1,0
1,1
0,1
1,0
1,1
2,0
2,1
2,0
2,1
4,0
3,0
3,1
4,0
5,0
4,1
7,1
6,0
7,1
7,0

Add to Front Test 
2,2
0,1
1,0

Unsorted Test 
21,469
3,1470
8,3453

Sorted Test 
0,2
0,6
0,7

Sorted Test 
1,3
0,7
0,8

Add to Front Test 
4,3
1,1
0,2

Unsorted Test 
16,459
6,1501
9,3568

Sorted Test 
1,1
0,4
0,9

Add to Front Test 
0,1
1,0
1,1

Unsorted Test 
15,451
5,1489
9,3488

